1	3	61	173	34177282	34177283	
1	3	78	470	49059293	49059293	
1	3	473	331	57493417	57493418	
1	3	484	236	62879248	62879249	
1	3	157	316	63207920	63207920	
1	3	487	351	63400092	63400092	
1	3	307	281	72854015	72854016	
1	3	435	387	84694715	84694716	
1	3	110	159	95447397	95447398	
1	3	190	206	106085624	106085623	
1	3	487	192	113424494	113424494	
1	3	481	385	119476799	119476801	
1	3	223	392	133487010	133487011	
1	3	132	154	135196256	135196256	
1	3	479	263	150427332	150427332	
1	3	154	326	154096666	154096666	
1	3	138	163	155465788	155465788	
1	3	74	235	161784686	161784688	
1	3	121	206	162384988	162384989	
1	3	147	223	165621430	165621431	
1	3	165	163	175161387	175161388	
1	3	62	278	175725834	175725835	
1	3	94	183	180207301	180207302	
1	3	481	280	183879729	183879731	
1	3	482	151	184838881	184838881	
1	3	491	359	186687900	186687900	
1	3	81	400	194567694	194567695	
1	3	370	212	197308041	197308043	
1	3	101	298	197862483	197862483	
1	3	481	281	210563341	210563341	
1	3	67	560	212544938	212544939	
1	3	493	191	217074573	217074573	
1	3	478	280	220704991	220704990	
1	3	329	203	221611661	221611661	
1	3	76	248	221969522	221969524	
1	3	493	290	229776035	229776036	
1	3	248	169	238501040	238501039	
1	3	494	202	241969154	241969154	
1	3	210	389	260977371	260977371	
1	3	99	190	261423026	261423025	
1	3	62	318	271162030	271162029	
1	3	471	183	273992780	273992780	
1	3	254	403	277629325	277629325	
1	3	267	184	285420779	285420780	
1	3	163	254	285743257	285743258	
1	3	189	168	285746215	285746215	
1	3	315	214	286687319	286687321	
1	3	153	194	290650107	290650106	
1	3	63	250	290915109	290915109	
1	3	325	357	296880891	296880891	
1	3	238	395	297823734	297823735	
1	3	251	331	307967521	307967522	
1	3	364	190	310215225	310215225	
1	3	267	399	310248418	310248419	
1	3	499	358	312738394	312738395	
1	3	493	9023	318787355	318787356	
1	3	261	215	338892063	338892065	
1	3	393	214	341680327	341680327	
1	3	347	219	342383403	342383403	
1	3	491	372	346172633	346172635	
1	3	273	179	350748392	350748393	
1	3	160	151	368620511	368620512	
1	3	67	370	369780396	369780396	
1	3	495	342	372098106	372098106	
1	3	174	223	375141428	375141429	
1	3	287	316	385817058	385817058	
1	3	477	180	394400386	394400386	
1	3	343	271	399871871	399871872	
1	3	150	462	420378962	420378963	
1	3	109	271	423075009	423075009	
1	3	93	362	425649001	425649002	
1	3	181	179	434214465	434214465	
1	3	220	300	439302687	439302688	
1	3	270	351	440042742	440042740	
1	3	97	171	453692078	453692078	
1	3	72	350	495120181	495120181	
1	3	183	411	561875838	561875838	
1	3	435	173	569032708	569032710	
1	3	470	342	570970314	570970315	
1	3	349	159	580619463	580619463	
1	3	495	258	581260826	581260826	
1	3	218	228	582536615	582536615	
1	3	473	154	588038178	588038178	
1	3	488	319	598939808	598939809	
1	3	226	274	600830483	600830485	
1	3	241	160	617926210	617926211	
1	3	475	223	630114101	630114102	
1	3	477	331	637295259	637295257	
1	3	81	156	637478324	637478325	
1	3	136	187	645823056	645823057	
1	3	441	209	647414499	647414498	
1	3	62	332	655920583	655920583	
1	3	468	199	660643444	660643442	
1	3	209	336	664688005	664688004	
1	3	149	182	669312546	669312546	
1	3	128	301	674300797	674300798	
1	3	283	177	678378112	678378112	
1	3	142	1192	680841293	680841294	
